Transaction_ID,Date,Branch,Product_Category,Product_Name,Unit_Price,Quantity,Total_Price_Before_Disc,Discount_Amount,Net_Sales,Customer_Type,Payment_Method,Satisfaction_Score,Return_Flag
TXN-20240517,2/24/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,Credit Card,5,No
TXN-20240573,2/24/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,4500,85500,VIP,Cash,4,No
TXN-20241316,2/24/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,QR Code,5,No
TXN-20241370,2/24/2024,Bangkok Sathorn,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,QR Code,4,No
TXN-20240306,2/25/2024,Chiang Mai,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,QR Code,4,No
TXN-20240314,2/25/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Credit Card,4,No
TXN-20240392,2/25/2024,Bangkok Main,Electronics,Tablet Air,18500,2,37000,0,37000,Regular,QR Code,1,Yes
TXN-20240583,2/25/2024,Khon Kaen,Electronics,Tablet Air,18500,1,18500,925,17575,VIP,Cash,2,No
TXN-20240994,2/25/2024,Bangkok Sathorn,Fashion,Leather Bag,3500,1,3500,175,3325,VIP,QR Code,3,No
TXN-20241290,2/25/2024,Chiang Mai,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,5,No
TXN-20240060,2/26/2024,Bangkok Sathorn,Fashion,Denim Jeans,1200,2,2400,0,2400,Regular,Credit Card,3,No
TXN-20240231,2/26/2024,Khon Kaen,Home & Living,Ceramic Vase,550,2,1100,0,1100,Member,Credit Card,4,No
TXN-20241443,2/26/2024,Bangkok Main,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Credit Card,3,No
TXN-20240669,2/27/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Credit Card,3,No
TXN-20240907,2/27/2024,Bangkok Main,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,QR Code,5,No
TXN-20240952,2/27/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,4,No
TXN-20241088,2/27/2024,Bangkok Main,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,Cash,5,No
TXN-20241109,2/27/2024,Bangkok Main,Home & Living,Desk Lamp,790,2,1580,0,1580,Regular,QR Code,4,No
TXN-20240243,2/28/2024,Bangkok Main,Electronics,Headphones Pro,5500,2,11000,0,11000,Member,Credit Card,1,Yes
TXN-20240357,2/28/2024,Chiang Mai,Electronics,Smartphone X1,25000,1,25000,1250,23750,VIP,Credit Card,4,No
TXN-20240398,2/28/2024,Chiang Mai,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Credit Card,3,Yes
TXN-20240421,2/28/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Member,Credit Card,4,No
TXN-20240719,2/28/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Member,Credit Card,3,No
TXN-20240938,2/28/2024,Chiang Mai,Fashion,Denim Jeans,1200,3,3600,0,3600,Regular,Cash,3,No
TXN-20240077,2/29/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,1,Yes
TXN-20240382,2/29/2024,Bangkok Main,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Credit Card,4,No
TXN-20241057,2/29/2024,Bangkok Main,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Cash,4,Yes
TXN-20240218,3/1/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Cash,3,No
TXN-20240603,3/1/2024,Phuket,Home & Living,Bed Sheet Set,1800,3,5400,0,5400,Regular,Credit Card,4,No
TXN-20240779,3/1/2024,Bangkok Sathorn,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,QR Code,3,No
TXN-20240940,3/1/2024,Bangkok Main,Fashion,Sneakers Run,2500,2,5000,0,5000,Member,Credit Card,4,No
TXN-20240728,3/2/2024,Bangkok Main,Fashion,Leather Bag,3500,3,10500,0,10500,Regular,QR Code,4,No
TXN-20240784,3/2/2024,Phuket,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Credit Card,5,No
TXN-20241152,3/2/2024,Bangkok Main,Electronics,Tablet Air,18500,3,55500,0,55500,Regular,Credit Card,2,No
TXN-20240055,3/3/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Cash,3,No
TXN-20240533,3/3/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,2,90000,4500,85500,VIP,Credit Card,5,No
TXN-20241080,3/3/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Regular,Cash,5,No
TXN-20241297,3/3/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,Cash,3,No
TXN-20241418,3/3/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Cash,2,Yes
TXN-20240205,3/4/2024,Phuket,Fashion,Formal Shirt,890,1,890,44.5,845.5,VIP,QR Code,2,No
TXN-20240409,3/4/2024,Phuket,Fashion,Formal Shirt,890,3,2670,0,2670,Regular,QR Code,5,No
TXN-20240539,3/4/2024,Bangkok Main,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Credit Card,4,No
TXN-20240675,3/4/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,4,No
TXN-20240152,3/5/2024,Phuket,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,QR Code,3,No
TXN-20240167,3/5/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Member,Cash,4,No
TXN-20240194,3/5/2024,Bangkok Sathorn,Home & Living,Desk Lamp,790,1,790,0,790,Member,Cash,5,No
TXN-20240705,3/5/2024,Phuket,Fashion,Formal Shirt,890,3,2670,0,2670,Member,Cash,4,No
TXN-20241061,3/5/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Cash,5,No
TXN-20241072,3/5/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,QR Code,5,No
TXN-20241076,3/5/2024,Khon Kaen,Fashion,Leather Bag,3500,3,10500,0,10500,Regular,Credit Card,5,No
TXN-20241174,3/5/2024,Bangkok Main,Home & Living,Coffee Maker,3500,2,7000,0,7000,Regular,QR Code,1,No
TXN-20241409,3/5/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,5,No
TXN-20241419,3/5/2024,Chiang Mai,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Cash,1,No
TXN-20240182,3/6/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,1,45000,2250,42750,VIP,Credit Card,1,Yes
TXN-20240183,3/6/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,4,No
TXN-20240255,3/6/2024,Bangkok Main,Electronics,Headphones Pro,5500,2,11000,0,11000,Regular,QR Code,3,Yes
TXN-20240505,3/6/2024,Khon Kaen,Electronics,Smartphone X1,25000,3,75000,0,75000,Regular,Cash,4,Yes
TXN-20240815,3/6/2024,Bangkok Sathorn,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Credit Card,4,No
TXN-20240833,3/6/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Member,QR Code,4,No
TXN-20241368,3/6/2024,Khon Kaen,Fashion,Leather Bag,3500,1,3500,0,3500,Member,Cash,4,No
TXN-20240282,3/7/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,Cash,4,No
TXN-20240678,3/7/2024,Chiang Mai,Home & Living,Ceramic Vase,550,3,1650,0,1650,Regular,Cash,3,No
TXN-20240693,3/7/2024,Phuket,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,5,No
TXN-20241087,3/7/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,4,No
TXN-20240186,3/8/2024,Phuket,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,Credit Card,3,No
TXN-20240216,3/8/2024,Bangkok Main,Home & Living,Desk Lamp,790,1,790,0,790,Regular,Cash,4,No
TXN-20240498,3/8/2024,Khon Kaen,Fashion,Formal Shirt,890,2,1780,0,1780,Regular,Cash,3,No
TXN-20240078,3/9/2024,Bangkok Main,Home & Living,Desk Lamp,790,3,2370,0,2370,Member,Credit Card,4,No
TXN-20240087,3/9/2024,Bangkok Main,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Credit Card,5,No
TXN-20240892,3/9/2024,Phuket,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Credit Card,4,No
TXN-20241195,3/9/2024,Bangkok Sathorn,Fashion,Formal Shirt,890,1,890,0,890,Regular,Cash,1,Yes
TXN-20240346,3/10/2024,Chiang Mai,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,QR Code,5,No
TXN-20240484,3/10/2024,Phuket,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Regular,QR Code,5,No
TXN-20240768,3/10/2024,Phuket,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,4,No
TXN-20241031,3/10/2024,Bangkok Main,Fashion,Formal Shirt,890,2,1780,0,1780,Regular,Credit Card,4,No
TXN-20240377,3/11/2024,Phuket,Fashion,Denim Jeans,1200,3,3600,0,3600,Member,QR Code,1,No
TXN-20240464,3/11/2024,Phuket,Home & Living,Air Purifier,4200,3,12600,0,12600,Regular,Credit Card,4,No
TXN-20240630,3/11/2024,Phuket,Fashion,Summer T-Shirt,450,1,450,0,450,Member,Credit Card,4,No
TXN-20240725,3/11/2024,Bangkok Main,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,QR Code,2,No
TXN-20240788,3/11/2024,Khon Kaen,Home & Living,Coffee Maker,3500,2,7000,0,7000,Member,QR Code,4,No
TXN-20240245,3/12/2024,Bangkok Main,Fashion,Formal Shirt,890,4,3560,178,3382,VIP,QR Code,5,No
TXN-20240387,3/12/2024,Phuket,Home & Living,Bed Sheet Set,1800,2,3600,0,3600,Regular,QR Code,3,No
TXN-20240428,3/12/2024,Bangkok Sathorn,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,Cash,1,No
TXN-20240812,3/12/2024,Chiang Mai,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,4,No
TXN-20240821,3/12/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,4,35600,0,35600,Regular,QR Code,2,Yes
TXN-20241198,3/12/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,22.5,427.5,VIP,Cash,4,No
TXN-20241066,3/13/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,1,2500,0,2500,Member,QR Code,5,No
TXN-20240223,3/14/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,3,75000,0,75000,Member,Credit Card,4,No
TXN-20240453,3/14/2024,Khon Kaen,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Credit Card,5,No
TXN-20241108,3/14/2024,Phuket,Electronics,Headphones Pro,5500,2,11000,0,11000,Regular,Cash,2,Yes
TXN-20241408,3/14/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,QR Code,2,Yes
TXN-20240525,3/15/2024,Khon Kaen,Electronics,Smartphone X1,25000,1,25000,0,25000,Member,Cash,4,No
TXN-20241140,3/15/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,1,45000,2250,42750,VIP,Cash,3,No
TXN-20241164,3/15/2024,Phuket,Electronics,Laptop Pro 14,45000,3,135000,0,135000,Regular,QR Code,2,Yes
TXN-20241266,3/15/2024,Khon Kaen,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Cash,1,No
TXN-20241287,3/15/2024,Khon Kaen,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,QR Code,4,No
TXN-20241346,3/15/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Regular,Credit Card,5,No
TXN-20240356,3/16/2024,Bangkok Main,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Credit Card,4,No
TXN-20240534,3/16/2024,Phuket,Electronics,Headphones Pro,5500,3,16500,0,16500,Regular,QR Code,4,No
TXN-20240968,3/16/2024,Khon Kaen,Fashion,Sneakers Run,2500,3,7500,0,7500,Regular,Credit Card,4,No
TXN-20240995,3/16/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,4,No
TXN-20240274,3/17/2024,Phuket,Fashion,Denim Jeans,1200,1,1200,0,1200,Regular,Credit Card,4,No
TXN-20241028,3/17/2024,Bangkok Main,Home & Living,Desk Lamp,790,1,790,0,790,Member,Cash,4,No
TXN-20241315,3/17/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,5,No
TXN-20241472,3/17/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,22.5,427.5,VIP,QR Code,5,No
TXN-20240019,3/18/2024,Khon Kaen,Fashion,Sneakers Run,2500,2,5000,0,5000,Member,Cash,2,No
TXN-20240116,3/18/2024,Phuket,Fashion,Sneakers Run,2500,3,7500,0,7500,Member,Cash,4,No
TXN-20240687,3/18/2024,Bangkok Main,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Credit Card,1,Yes
TXN-20241165,3/18/2024,Khon Kaen,Fashion,Formal Shirt,890,2,1780,0,1780,Member,QR Code,3,No
TXN-20241323,3/18/2024,Bangkok Main,Fashion,Denim Jeans,1200,2,2400,0,2400,Regular,Credit Card,4,No
TXN-20240212,3/19/2024,Chiang Mai,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,3,Yes
TXN-20240706,3/19/2024,Bangkok Main,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,3,No
TXN-20240860,3/19/2024,Bangkok Sathorn,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,2,No
TXN-20240951,3/19/2024,Khon Kaen,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,QR Code,4,No
TXN-20241123,3/19/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Regular,Credit Card,5,No
TXN-20241146,3/19/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Member,Credit Card,5,No
TXN-20241252,3/19/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Member,Credit Card,5,No
TXN-20241382,3/19/2024,Phuket,Home & Living,Desk Lamp,790,2,1580,0,1580,Regular,QR Code,3,No
TXN-20241432,3/19/2024,Phuket,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,QR Code,1,No
TXN-20241476,3/19/2024,Chiang Mai,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Cash,3,No
TXN-20240208,3/20/2024,Bangkok Main,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,Credit Card,5,No
TXN-20240070,3/21/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,QR Code,3,No
TXN-20240334,3/21/2024,Chiang Mai,Home & Living,Desk Lamp,790,3,2370,0,2370,Regular,QR Code,4,No
TXN-20240920,3/21/2024,Phuket,Fashion,Summer T-Shirt,450,2,900,0,900,Member,QR Code,2,No
TXN-20241390,3/21/2024,Bangkok Sathorn,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,QR Code,3,No
TXN-20240153,3/22/2024,Phuket,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,Cash,4,No
TXN-20240161,3/22/2024,Bangkok Main,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,QR Code,5,No
TXN-20241168,3/22/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,0,3500,Member,Credit Card,4,No
TXN-20241306,3/22/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Regular,Credit Card,5,No
TXN-20241353,3/22/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,QR Code,4,No
TXN-20241364,3/22/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,Credit Card,5,No
TXN-20240492,3/23/2024,Phuket,Fashion,Summer T-Shirt,450,2,900,0,900,Regular,Cash,5,No
TXN-20240611,3/23/2024,Khon Kaen,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Credit Card,5,No
TXN-20241085,3/23/2024,Khon Kaen,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,QR Code,1,Yes
TXN-20240327,3/24/2024,Khon Kaen,Home & Living,Desk Lamp,790,2,1580,0,1580,Member,QR Code,5,No
TXN-20240890,3/24/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,2,Yes
TXN-20240976,3/24/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,90,1710,VIP,Cash,1,No
TXN-20240296,3/25/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,445,8455,VIP,Cash,4,No
TXN-20240569,3/26/2024,Bangkok Main,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,3,No
TXN-20240786,3/26/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,4,No
TXN-20240982,3/26/2024,Bangkok Sathorn,Home & Living,Desk Lamp,790,2,1580,0,1580,Regular,QR Code,5,No
TXN-20241096,3/26/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,5,No
TXN-20241122,3/26/2024,Bangkok Main,Fashion,Summer T-Shirt,450,3,1350,0,1350,Regular,Credit Card,4,No
TXN-20240012,3/27/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Cash,3,No
TXN-20240423,3/27/2024,Phuket,Fashion,Denim Jeans,1200,1,1200,0,1200,Regular,Credit Card,3,No
TXN-20241033,3/27/2024,Khon Kaen,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Cash,1,No
TXN-20241029,3/28/2024,Phuket,Electronics,Smartphone X1,25000,5,125000,0,125000,Member,Cash,2,No
TXN-20241034,3/28/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,QR Code,4,No
TXN-20240988,3/29/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,0,550,Member,Credit Card,4,No
TXN-20241280,3/29/2024,Phuket,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Cash,3,No
TXN-20241313,3/29/2024,Khon Kaen,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,QR Code,4,No
TXN-20240342,3/30/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Credit Card,1,No
TXN-20240694,3/30/2024,Bangkok Sathorn,Fashion,Formal Shirt,890,3,2670,0,2670,Regular,Credit Card,4,No
TXN-20240762,3/30/2024,Bangkok Main,Electronics,Smartphone X1,25000,2,50000,0,50000,Member,Cash,4,No
TXN-20240998,3/30/2024,Bangkok Main,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Credit Card,5,No
TXN-20241052,3/30/2024,Chiang Mai,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,4,No
TXN-20241119,3/30/2024,Bangkok Main,Fashion,Summer T-Shirt,450,3,1350,0,1350,Regular,QR Code,4,No
TXN-20241351,3/30/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Cash,3,No
TXN-20241356,3/30/2024,Phuket,Electronics,Headphones Pro,5500,2,11000,0,11000,Regular,Credit Card,3,No
TXN-20240236,3/31/2024,Phuket,Electronics,Tablet Air,18500,2,37000,0,37000,Regular,Credit Card,4,No
TXN-20241231,3/31/2024,Khon Kaen,Electronics,Tablet Air,18500,2,37000,0,37000,Member,QR Code,1,No
TXN-20240337,4/1/2024,Bangkok Sathorn,Home & Living,Desk Lamp,790,1,790,0,790,Regular,Cash,5,No
TXN-20240885,4/1/2024,Chiang Mai,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Member,QR Code,4,No
TXN-20241067,4/1/2024,Chiang Mai,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,QR Code,4,Yes
TXN-20240383,4/2/2024,Phuket,Fashion,Summer T-Shirt,450,2,900,0,900,Regular,Credit Card,3,No
TXN-20240676,4/2/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Member,Cash,5,No
TXN-20240727,4/2/2024,Phuket,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,Credit Card,4,No
TXN-20240037,4/3/2024,Khon Kaen,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,4,No
TXN-20240605,4/3/2024,Bangkok Main,Fashion,Leather Bag,3500,3,10500,0,10500,Regular,Cash,2,Yes
TXN-20240622,4/3/2024,Phuket,Electronics,Smart Watch V2,8900,2,17800,0,17800,Member,Cash,5,No
TXN-20240865,4/3/2024,Phuket,Home & Living,Desk Lamp,790,1,790,0,790,Regular,Cash,1,No
TXN-20241042,4/3/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,QR Code,4,No
TXN-20240062,4/4/2024,Phuket,Fashion,Formal Shirt,890,2,1780,0,1780,Member,Credit Card,5,No
TXN-20240735,4/4/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,Credit Card,3,No
TXN-20241178,4/4/2024,Bangkok Main,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Credit Card,4,No
TXN-20240164,4/5/2024,Phuket,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,Credit Card,4,No
TXN-20240290,4/5/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,2,37000,0,37000,Member,QR Code,5,No
TXN-20240343,4/5/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,5,No
TXN-20240424,4/5/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,0,450,Member,Cash,3,No
TXN-20240437,4/5/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Credit Card,2,No
TXN-20240868,4/5/2024,Bangkok Main,Fashion,Formal Shirt,890,1,890,0,890,Member,QR Code,2,No
TXN-20240987,4/5/2024,Khon Kaen,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,QR Code,3,No
TXN-20241179,4/5/2024,Khon Kaen,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,1,No
TXN-20241429,4/5/2024,Chiang Mai,Fashion,Formal Shirt,890,1,890,0,890,Regular,Credit Card,5,No
TXN-20240844,4/6/2024,Phuket,Fashion,Leather Bag,3500,2,7000,350,6650,VIP,Cash,4,No
TXN-20241045,4/6/2024,Chiang Mai,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,QR Code,1,No
TXN-20241226,4/6/2024,Bangkok Sathorn,Home & Living,Ceramic Vase,550,3,1650,0,1650,Regular,QR Code,1,Yes
TXN-20241426,4/6/2024,Phuket,Home & Living,Coffee Maker,3500,3,10500,0,10500,Regular,Credit Card,4,No
TXN-20240463,4/7/2024,Bangkok Main,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Cash,5,No
TXN-20241143,4/7/2024,Bangkok Main,Fashion,Summer T-Shirt,450,4,1800,0,1800,Regular,QR Code,3,No
TXN-20241228,4/7/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,4,No
TXN-20240023,4/8/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Credit Card,4,No
TXN-20240059,4/8/2024,Chiang Mai,Electronics,Headphones Pro,5500,3,16500,825,15675,VIP,Credit Card,5,No
TXN-20240404,4/8/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Cash,1,No
TXN-20240738,4/8/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,3,No
TXN-20240817,4/8/2024,Phuket,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,QR Code,3,No
TXN-20241175,4/8/2024,Bangkok Main,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,Cash,2,No
TXN-20241440,4/8/2024,Bangkok Sathorn,Fashion,Formal Shirt,890,5,4450,0,4450,Member,Cash,5,No
TXN-20240460,4/9/2024,Khon Kaen,Fashion,Denim Jeans,1200,2,2400,0,2400,Regular,QR Code,3,No
TXN-20240515,4/9/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,QR Code,3,No
TXN-20240549,4/9/2024,Bangkok Sathorn,Home & Living,Desk Lamp,790,3,2370,0,2370,Regular,Cash,5,No
TXN-20240906,4/9/2024,Phuket,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,Cash,4,No
TXN-20240910,4/9/2024,Chiang Mai,Fashion,Sneakers Run,2500,1,2500,125,2375,VIP,Cash,3,No
TXN-20241360,4/9/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,175,3325,VIP,QR Code,4,No
TXN-20240074,4/10/2024,Bangkok Sathorn,Fashion,Denim Jeans,1200,3,3600,0,3600,Regular,QR Code,5,No
TXN-20241121,4/10/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,0,4200,Member,Credit Card,4,No
TXN-20241454,4/10/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Credit Card,2,No
TXN-20241223,4/11/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,2,5000,250,4750,VIP,Credit Card,3,No
TXN-20241253,4/11/2024,Bangkok Main,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Credit Card,3,No
TXN-20240106,4/12/2024,Chiang Mai,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,4,No
TXN-20240174,4/12/2024,Khon Kaen,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Credit Card,4,No
TXN-20240298,4/12/2024,Phuket,Fashion,Summer T-Shirt,450,3,1350,67.5,1282.5,VIP,Credit Card,3,No
TXN-20240664,4/12/2024,Chiang Mai,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,QR Code,3,Yes
TXN-20240081,4/13/2024,Khon Kaen,Home & Living,Desk Lamp,790,1,790,0,790,Regular,Credit Card,5,No
TXN-20240177,4/13/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Cash,5,No
TXN-20240979,4/13/2024,Bangkok Sathorn,Fashion,Summer T-Shirt,450,4,1800,0,1800,Member,Cash,5,No
TXN-20240107,4/14/2024,Khon Kaen,Fashion,Denim Jeans,1200,1,1200,0,1200,Member,Cash,1,Yes
TXN-20241036,4/14/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Member,Cash,4,No
TXN-20240287,4/15/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,1,1800,90,1710,VIP,Credit Card,5,No
TXN-20240303,4/16/2024,Phuket,Fashion,Formal Shirt,890,3,2670,0,2670,Regular,Cash,4,No
TXN-20240489,4/16/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Credit Card,4,No
TXN-20241438,4/16/2024,Phuket,Fashion,Formal Shirt,890,3,2670,0,2670,Regular,Cash,5,No
TXN-20240263,4/17/2024,Bangkok Main,Electronics,Headphones Pro,5500,2,11000,0,11000,Member,Cash,4,No
TXN-20240537,4/17/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Cash,5,No
